# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P06792	uniprotkb:Q567V2	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q96P34|uniprotkb:Q96QA0|uniprotkb:Q9BSG4|ensembl:ENSP00000469836.2|intact:EBI-11277505|uniprotkb:Q567V2	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:m17l2_human(display_short)|psi-mi:Mpv17-like protein 2(display_long)|uniprotkb:FKSG24(gene name synonym)|uniprotkb:MPV17L2(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:P84157	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q0P5W3|ensembl:ENSP00000348050.2|intact:EBI-5660715|uniprotkb:P84157	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:mxra7_human(display_short)|psi-mi:Matrix-remodeling-associated protein 7(display_long)|uniprotkb:MXRA7(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P03120	uniprotkb:O19137	uniprotkb:Q71BI4|intact:EBI-1779322|uniprotkb:P03120	uniprotkb:O19137|intact:EBI-7894441|intact:MINT-8393776	psi-mi:ve2_hpv16(display_short)|psi-mi:Regulatory protein E2(display_long)|uniprotkb:E2(gene name)|MINT:E2(author assigned name)	psi-mi:cpsf4_bovin(display_short)|psi-mi:Cleavage and polyadenylation specificity factor subunit 4(display_long)|uniprotkb:CPSF4(gene name)|uniprotkb:Cleavage and polyadenylation specificity factor 30 kDa subunit(gene name synonym)|uniprotkb:CPSF30(gene name synonym)|MINT:CPSF30(author assigned name)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Johansson C. et al.(2012)	intact:EBI-7894336|mint:MINT-8393715|mint:MINT-8393711|pubmed:22617423|doi:10.1038/emboj.2012.147|imex:IM-18521	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9913(bovin)|taxid:9913("Bos taurus (Bovine)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7894903|mint:MINT-8393760|imex:IM-18521-1	intact-miscore:0.59
uniprotkb:P06792	uniprotkb:Q9BWM7	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q8NCJ0|uniprotkb:Q9NTP4|ensembl:ENSP00000377103.1|intact:EBI-1171999|uniprotkb:Q9BWM7	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:sfxn3_human(display_short)|psi-mi:Sideroflexin-3(display_long)|uniprotkb:SFXN3(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q96K37	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q8NBQ2|uniprotkb:Q96JV7|ensembl:ENSP00000470652.1|intact:EBI-720094|uniprotkb:Q96K37	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:s35e1_human(display_short)|psi-mi:Solute carrier family 35 member E1(display_long)|uniprotkb:SLC35E1(gene name)|uniprotkb:PSEC0038(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q9BVC6	intact:EBI-11724180|uniprotkb:P06792	ensembl:ENSP00000227525.3|ensembl:ENSP00000443990.1|ensembl:ENSP00000520520.1|intact:EBI-1057733|uniprotkb:Q9BVC6	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:tm109_human(display_short)|psi-mi:Voltage-gated monoatomic cation channel TMEM109(display_long)|uniprotkb:TMEM109(gene name)|uniprotkb:Transmembrane protein 109(gene name synonym)|uniprotkb:Mitsugumin-23(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q9NVA4	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:D3DP04|uniprotkb:Q969I7|uniprotkb:Q9NXM2|uniprotkb:Q86X84|intact:EBI-28980792|ensembl:ENSP00000296582.3|intact:EBI-3920552|uniprotkb:Q9NVA4	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:t184c_human(display_short)|psi-mi:Transmembrane protein 184C(display_long)|uniprotkb:TMEM184C(gene name)|uniprotkb:PRO1355(orf name)|uniprotkb:Transmembrane protein 34(gene name synonym)|uniprotkb:TMEM34(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q8N4L2	intact:EBI-11724180|uniprotkb:P06792	ensembl:ENSP00000285419.3|uniprotkb:B2R9H4|uniprotkb:Q68CU2|intact:EBI-28987610|intact:EBI-2820617|uniprotkb:Q8N4L2	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:pp4p2_human(display_short)|psi-mi:Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase(display_long)|uniprotkb:PtdIns-4,5-P2 4-Ptase II(gene name synonym)|uniprotkb:Tmem55a(gene name synonym)|uniprotkb:Transmembrane protein 55A(gene name synonym)|uniprotkb:Pip4p2(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q96SL1	intact:EBI-11724180|uniprotkb:P06792	ensembl:ENSP00000261038.5|uniprotkb:A8K561|uniprotkb:Q8NBX9|intact:EBI-11722624|uniprotkb:Q96SL1	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:dirc2_human(display_short)|psi-mi:Solute carrier family 49 member 4(display_long)|uniprotkb:DIRC2(gene name synonym)|uniprotkb:Disrupted in renal cancer protein 2(gene name synonym)|uniprotkb:Disrupted in renal carcinoma protein 2(gene name synonym)|uniprotkb:SLC49A4(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q8TED1	intact:EBI-11724180|uniprotkb:P06792	ensembl:ENSP00000423822.1|intact:EBI-11721746|uniprotkb:Q8TED1	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:gpx8_human(display_short)|psi-mi:Probable glutathione peroxidase 8(display_long)|uniprotkb:UNQ847/PRO1785(orf name)|uniprotkb:GPX8(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q96AM1	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q8NBK8|uniprotkb:B3KV43|ensembl:ENSP00000309782.6|intact:EBI-11722739|uniprotkb:Q96AM1	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:mrgrf_human(display_short)|psi-mi:Mas-related G-protein coupled receptor member F(display_long)|uniprotkb:GPR140(gene name synonym)|uniprotkb:GPR168(gene name synonym)|uniprotkb:MRGF(gene name synonym)|uniprotkb:PSEC0142(orf name)|uniprotkb:G-protein coupled receptor 140(gene name synonym)|uniprotkb:G-protein coupled receptor 168(gene name synonym)|uniprotkb:MRGPRF(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q9NRP0	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:A8MYS2|uniprotkb:Q9P075|uniprotkb:Q9P1R4|uniprotkb:B2R5H1|uniprotkb:D6RH22|ensembl:ENSP00000354676.4|intact:EBI-21357111|intact:EBI-1044658|uniprotkb:Q9NRP0	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:ostc_human(display_short)|psi-mi:Oligosaccharyltransferase complex subunit OSTC(display_long)|uniprotkb:DC2(orf name)|uniprotkb:HDCMD45P(orf name)|uniprotkb:HSPC307(orf name)|uniprotkb:Hydrophobic protein HSF-28(gene name synonym)|uniprotkb:OSTC(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q9UBU6	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	intact:EBI-28967558|uniprotkb:B2R725|ensembl:ENSP00000259963.3|intact:EBI-6309101|uniprotkb:Q9UBU6	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:fa8a1_human(display_short)|psi-mi:Protein FAM8A1(display_long)|uniprotkb:AHCP(gene name synonym)|uniprotkb:Autosomal highly conserved protein(gene name synonym)|uniprotkb:FAM8A1(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:O60831	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:B2RD20|ensembl:ENSP00000451962.2|ensembl:ENSP00000518158.1|intact:EBI-2506064|uniprotkb:O60831	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:praf2_human(display_short)|psi-mi:PRA1 family protein 2(display_long)|uniprotkb:JM4(orf name)|uniprotkb:PRAF2(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P79101	uniprotkb:P03120	uniprotkb:P79101|intact:EBI-7894416|uniprotkb:Q3MHX7|intact:MINT-8393774	uniprotkb:Q71BI4|intact:EBI-1779322|uniprotkb:P03120	psi-mi:cpsf3_bovin(display_short)|psi-mi:Cleavage and polyadenylation specificity factor subunit 3(display_long)|uniprotkb:CPSF3(gene name)|uniprotkb:mRNA 3'-end-processing endonuclease CPSF-73(gene name synonym)|uniprotkb:Cleavage and polyadenylation specificity factor 73 kDa subunit(gene name synonym)|uniprotkb:CPSF73(gene name synonym)|MINT:Cpsf73(author assigned name)	psi-mi:ve2_hpv16(display_short)|psi-mi:Regulatory protein E2(display_long)|uniprotkb:E2(gene name)|MINT:E2(author assigned name)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Johansson C. et al.(2012)	intact:EBI-7894336|mint:MINT-8393715|mint:MINT-8393711|pubmed:22617423|doi:10.1038/emboj.2012.147|imex:IM-18521	taxid:9913(bovin)|taxid:9913("Bos taurus (Bovine)")	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7895001|mint:MINT-8393796|imex:IM-18521-2	intact-miscore:0.5
uniprotkb:Q5JSB6	uniprotkb:P03129	uniprotkb:Q5JSB6|intact:EBI-7728368|ensembl:ENSP00000401389.1|intact:MINT-1353550	intact:EBI-866453|uniprotkb:P03129	psi-mi:q5jsb6_human(display_short)|uniprotkb:TFDP1(gene name)	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:"MI:0004"(affinity chromatography technology)	Huh KW. et al.(2005)	intact:EBI-7727529|doi:10.1073/pnas.0505337102|mint:MINT-1353190|mint:MINT-5217872|pubmed:16061792	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7728387|mint:MINT-73502	intact-miscore:0.4
uniprotkb:P06792	uniprotkb:Q9HCU5	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q9UH94|uniprotkb:Q53SZ8|ensembl:ENSP00000260643.2|intact:EBI-2553896|uniprotkb:Q9HCU5	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:sec12_human(display_short)|psi-mi:Guanine nucleotide-exchange factor SEC12(display_long)|uniprotkb:PREB(gene name)|uniprotkb:Prolactin regulatory element-binding protein(gene name synonym)|uniprotkb:SEC12(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:P53801	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:B2RDP7|uniprotkb:Q9NS09|uniprotkb:D3DSL9|ensembl:ENSP00000328325.3|intact:EBI-3906138|uniprotkb:P53801	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:pttg_human(display_short)|psi-mi:Pituitary tumor-transforming gene 1 protein-interacting protein(display_long)|uniprotkb:PTTG1IP(gene name)|uniprotkb:Pituitary tumor-transforming gene protein-binding factor(gene name synonym)|uniprotkb:C21orf3(gene name synonym)|uniprotkb:C21orf1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q96AA3	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q96J03|ensembl:ENSP00000296292.3|intact:EBI-6269616|uniprotkb:Q96AA3	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:rft1_human(display_short)|psi-mi:"Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1"(display_long)|uniprotkb:RFT1(gene name)|uniprotkb:Protein RFT1 homolog(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q969E2	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q8N2N1|uniprotkb:Q8NAV0|ensembl:ENSP00000316007.7|ensembl:ENSP00000479083.1|intact:EBI-4403649|uniprotkb:Q969E2	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:scam4_human(display_short)|psi-mi:Secretory carrier-associated membrane protein 4(display_long)|uniprotkb:SCAMP4(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:O15374	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:E7EPY8|uniprotkb:B4DJ67|uniprotkb:A8K3V5|uniprotkb:B2R9C9|uniprotkb:B4DPX7|uniprotkb:Q5T612|uniprotkb:G3V175|uniprotkb:Q8WU09|ensembl:ENSP00000358794.4|intact:EBI-11724369|uniprotkb:O15374	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:mot5_human(display_short)|psi-mi:Monocarboxylate transporter 5(display_long)|uniprotkb:SLC16A4(gene name)|uniprotkb:Solute carrier family 16 member 4(gene name synonym)|uniprotkb:Monocarboxylate transporter 4(gene name synonym)|uniprotkb:MCT5(gene name synonym)|uniprotkb:MCT4(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q6PML9	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:Q8TBB2|uniprotkb:Q7Z5I7|uniprotkb:Q4W5B6|uniprotkb:Q9Y6R2|ensembl:ENSP00000264451.6|intact:EBI-2818242|uniprotkb:Q6PML9	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:znt9_human(display_short)|psi-mi:Proton-coupled zinc antiporter SLC30A9, mitochondrial(display_long)|uniprotkb:Slc30a9(gene name)|uniprotkb:Solute carrier family 30 member 9(gene name synonym)|uniprotkb:Human embryonic lung protein(gene name synonym)|uniprotkb:HUEL(gene name synonym)|uniprotkb:C4orf1(gene name synonym)|uniprotkb:Zinc transporter 9(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:Q8NHG7	intact:EBI-11724180|uniprotkb:P06792	ensembl:ENSP00000346130.4|intact:EBI-2513231|uniprotkb:Q8NHG7	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:svip_human(display_short)|psi-mi:Small VCP/p97-interacting protein(display_long)|uniprotkb:SVIP(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
uniprotkb:P06792	uniprotkb:O43759	intact:EBI-11724180|uniprotkb:P06792	uniprotkb:A6NP69|uniprotkb:A8K0E2|uniprotkb:O43757|uniprotkb:O43758|uniprotkb:Q53Y02|uniprotkb:Q96J56|uniprotkb:Q9UGZ4|ensembl:ENSP00000332287.5|intact:EBI-6269521|uniprotkb:O43759	psi-mi:ve5_hpv18(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:sng1_human(display_short)|psi-mi:Synaptogyrin-1(display_long)|uniprotkb:SYNGR1(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333761(hpv18)|taxid:333761(Human papillomavirus type 18)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724527|psi-mi:"MI:0471"|imex:IM-25307-624	intact-miscore:0.35
